Crash_Day,Crash_Date,Borough,Latitude,Longitude,Number_of_Persons_Injured,Aftermath of Accident,Number_of_Persons_Killed,Contributing_Factor,Collision_ID
Monday,04-10-2021 07:36,BROOKLYN,40.64916,-73.94537,0,No Injury,0,Passing Too Closely,4466203
Monday,04-10-2021 08:00,BROOKLYN,40.631805,-73.988304,1,Injured,0,Failure to Yield Right-of-Way,4465727
Monday,04-10-2021 08:00,QUEENS,40.708927,-73.77733,0,No Injury,0,Driver Inattention,4464331
Monday,04-10-2021 08:00,QUEENS,40.72867,-73.720924,1,Injured,0,Traffic Control Disregarded,4464335
Monday,04-10-2021 08:00,BROOKLYN,40.637234,-73.94811,0,No Injury,0,Failure to Yield Right-of-Way,4464323
Monday,04-10-2021 08:01,BRONX,40.83854,-73.868256,0,No Injury,0,Driver Inattention,4464342
Monday,04-10-2021 08:04,MANHATTAN,40.738216,-73.98568,0,No Injury,0,Passing Too Closely,4464332
Monday,04-10-2021 08:15,QUEENS,40.752056,-73.85421,1,Injured,0,Failure to Yield Right-of-Way,4464553
Monday,04-10-2021 08:15,BROOKLYN,40.68014,-73.88941,2,Injured,0,Driver Inattention,4464386
Monday,04-10-2021 08:20,BROOKLYN,40.7279629,-73.950073,0,No Injury,0,Turning Improperly,4466728
Monday,04-10-2021 08:30,BRONX,40.8571285,-73.8807926,0,No Injury,0,Driver Inattention,4467004
Monday,04-10-2021 08:35,MANHATTAN,40.74513,-73.98696,0,No Injury,0,Following Too Closely,4464333
Monday,04-10-2021 08:36,BROOKLYN,40.671406,-73.87037,0,No Injury,0,Driver Inattention,4466121
Monday,04-10-2021 08:40,BROOKLYN,40.645626,-73.89763,0,No Injury,0,Driver Inattention,4464512
Monday,04-10-2021 08:40,QUEENS,40.720955,-73.80935,1,Injured,0,Driver Inattention,4464341
Monday,04-10-2021 08:43,QUEENS,40.602356,-73.75953,1,Injured,0,Traffic Control Disregarded,4464346
Monday,04-10-2021 08:45,BROOKLYN,40.698643,-73.94697,1,Injured,0,Following Too Closely,4465775
Monday,04-10-2021 08:45,QUEENS,40.70934,-73.86267,0,No Injury,0,Other Vehicular,4464422
Monday,04-10-2021 08:45,BROOKLYN,40.601795,-73.97257,0,No Injury,0,Following Too Closely,4464531
Monday,04-10-2021 09:00,QUEENS,40.722622,-73.89368,0,No Injury,0,Following Too Closely,4464418
Monday,04-10-2021 09:05,BRONX,40.86941,-73.84264,0,No Injury,0,Driver Inattention,4464658
Monday,04-10-2021 09:17,MANHATTAN,40.77543,-73.98398,0,No Injury,0,Passing Too Closely,4465077
Monday,04-10-2021 09:23,BRONX,40.857414,-73.84662,1,Injured,0,Driver Inattention,4464722
Monday,04-10-2021 09:30,BRONX,40.80777,-73.9239,1,Injured,0,Turning Improperly,4464590
Monday,04-10-2021 09:30,BROOKLYN,40.68365,-73.87219,1,Injured,0,Driver Inexperience,4464387
Monday,04-10-2021 09:45,QUEENS,40.746998,-73.89646,0,No Injury,0,Driver Inattention,4464349
Monday,04-10-2021 09:50,BROOKLYN,40.67769,-74.00041,0,No Injury,0,Turning Improperly,4464537
Monday,04-10-2021 09:55,MANHATTAN,40.7441,-73.98977,1,Injured,0,Pedestrian Confusion,4465678
Monday,04-10-2021 09:55,BRONX,40.90252,-73.85114,0,No Injury,0,Driver Inexperience,4464420
Monday,04-10-2021 09:59,BRONX,40.810947,-73.927155,2,Injured,0,Driver Inattention,4464591
Monday,04-10-2021 10:00,BROOKLYN,40.6753803,-73.9081956,1,Injured,0,Driver Inattention,4466445
Monday,04-10-2021 10:00,MANHATTAN,40.77221,-73.982185,1,Injured,0,Failure to Yield Right-of-Way,4465729
Monday,04-10-2021 10:00,BRONX,40.821,-73.8969,1,Injured,0,Pedestrian Confusion,4464554
Monday,04-10-2021 10:00,BROOKLYN,40.713634,-73.94595,0,No Injury,0,Driver Inattention,4464348
Monday,04-10-2021 10:37,MANHATTAN,40.7152372,-74.0133794,1,Injured,0,Failure to Yield Right-of-Way,4464557
Monday,04-10-2021 10:38,BROOKLYN,40.7198,-73.953476,0,No Injury,0,Passing Too Closely,4464368
Monday,04-10-2021 10:42,MANHATTAN,40.74668,-73.9745,1,Injured,0,Driver Inattention,4464410
Monday,04-10-2021 10:51,MANHATTAN,40.750744,-73.978676,0,No Injury,0,Driver Inattention,4464829
Monday,04-10-2021 11:00,BROOKLYN,40.6114054,-74.009512,0,No Injury,0,Pedestrian Confusion,4464644
Monday,04-10-2021 11:00,BROOKLYN,40.61996,-73.982285,0,No Injury,0,Passing or Lane Usage Improper,4464427
Monday,04-10-2021 11:09,BROOKLYN,40.615433,-73.99775,0,No Injury,0,View Obstructed,4464401
Monday,04-10-2021 11:10,BRONX,40.877502,-73.86282,0,No Injury,0,Oversized Vehicle,4464413
Monday,04-10-2021 11:15,BROOKLYN,40.65166,-73.92841,1,Injured,0,Driver Inattention,4464477
Monday,04-10-2021 11:25,STATEN ISLAND,40.586105,-74.09109,0,No Injury,0,Driver Inattention,4464365
Monday,04-10-2021 11:30,MANHATTAN,40.763042,-73.956535,0,No Injury,0,Driver Inexperience,4464846
Monday,04-10-2021 12:07,MANHATTAN,40.792725,-73.947395,1,Injured,0,Backing Unsafely,4464633
Monday,04-10-2021 12:15,BROOKLYN,40.645622,-73.929726,0,No Injury,0,Failure to Yield Right-of-Way,4464476
Monday,04-10-2021 12:15,MANHATTAN,40.74707,-73.99107,0,No Injury,0,Driver Inexperience,4464657
Monday,04-10-2021 12:30,QUEENS,40.747066,-73.8569,1,Injured,0,Failure to Yield Right-of-Way,4464540
Monday,04-10-2021 12:30,BROOKLYN,40.651196,-73.93032,2,Injured,0,Driver Inattention,4464479
Monday,04-10-2021 12:45,MANHATTAN,40.7748523,-73.9806585,1,Injured,0,Other Vehicular,4470888
Monday,04-10-2021 13:00,QUEENS,40.731777,-73.77012,0,No Injury,0,Driver Inattention,4465461
Monday,04-10-2021 13:00,QUEENS,40.76394,-73.828156,0,No Injury,0,Runaway Vehicle,4464389
Monday,04-10-2021 13:33,BROOKLYN,40.657696,-73.96236,0,No Injury,0,Other Vehicular,4464449
Monday,04-10-2021 13:35,QUEENS,40.7088,-73.789474,0,No Injury,0,Driver Inexperience,4464489
Monday,04-10-2021 14:00,BROOKLYN,40.677296,-73.87682,0,No Injury,0,Other Vehicular,4466119
Monday,04-10-2021 14:00,MANHATTAN,40.804672,-73.93816,0,No Injury,0,Passing or Lane Usage Improper,4465203
Monday,04-10-2021 14:05,BROOKLYN,40.65543,-74.003265,0,No Injury,0,Unsafe Lane Changing,4465281
Monday,04-10-2021 14:26,MANHATTAN,40.814053,-73.93484,0,No Injury,0,Driver Inattention,4464697
Monday,04-10-2021 14:27,QUEENS,40.75203,-73.92915,0,No Injury,0,Driver Inattention,4464581
Monday,04-10-2021 14:30,MANHATTAN,40.7388307,-73.9831481,0,No Injury,0,Driver Inattention,4467930
Monday,04-10-2021 14:30,MANHATTAN,40.709904,-74.01554,0,No Injury,0,Turning Improperly,4465381
Monday,04-10-2021 14:30,BROOKLYN,40.73051,-73.94341,0,No Injury,0,Passing or Lane Usage Improper,4464535
Monday,04-10-2021 14:30,QUEENS,40.766273,-73.740074,1,Injured,0,Failure to Yield Right-of-Way,4464701
Monday,04-10-2021 14:30,BROOKLYN,40.666134,-73.99224,0,No Injury,0,Driver Inattention,4464944
Monday,04-10-2021 14:33,BROOKLYN,40.6100628,-74.0076032,0,No Injury,0,Driver Inattention,4467137
Monday,04-10-2021 14:45,QUEENS,40.694798,-73.84026,0,No Injury,0,Passing Too Closely,4464500
Monday,04-10-2021 14:50,BRONX,40.83419,-73.84525,0,No Injury,0,Following Too Closely,4464435
Monday,04-10-2021 14:57,BRONX,40.820858,-73.912575,0,No Injury,0,Driver Inattention,4464592
Monday,04-10-2021 14:58,MANHATTAN,40.846138,-73.93424,1,Injured,0,Driver Inattention,4466096
Monday,04-10-2021 15:05,BROOKLYN,40.6667077,-73.8718221,1,Injured,0,Driver Inattention,4467249
Monday,04-10-2021 15:15,BROOKLYN,40.6893066,-73.9852405,0,No Injury,0,Unsafe Lane Changing,4464470
Monday,04-10-2021 15:15,MANHATTAN,40.749073,-73.99946,0,No Injury,0,Backing Unsafely,4464958
Monday,04-10-2021 15:16,MANHATTAN,40.74048,-73.99106,0,No Injury,0,Oversized Vehicle,4464443
Monday,04-10-2021 15:30,QUEENS,40.734768,-73.86487,0,No Injury,0,Driver Inattention,4464576
Monday,04-10-2021 15:40,MANHATTAN,40.824757,-73.94052,1,Injured,0,Other Vehicular,4466140
Monday,04-10-2021 15:40,QUEENS,40.659172,-73.839874,0,No Injury,0,Passing or Lane Usage Improper,4464528
Monday,04-10-2021 15:47,QUEENS,40.687332,-73.77967,1,Injured,0,Other Vehicular,4464596
Monday,04-10-2021 15:50,QUEENS,40.7133,-73.76456,0,No Injury,0,Backing Unsafely,4465976
Monday,04-10-2021 15:51,MANHATTAN,40.7357435,-73.9925888,1,Injured,0,Passing or Lane Usage Improper,4465006
Monday,04-10-2021 15:54,BROOKLYN,40.6796955,-73.9302767,2,Injured,0,Following Too Closely,4468046
Monday,04-10-2021 16:15,QUEENS,40.604244,-73.74342,0,No Injury,0,Passing Too Closely,4464583
Monday,04-10-2021 16:20,BROOKLYN,40.6031897,-73.9584733,1,Injured,0,Failure to Yield Right-of-Way,4466285
Monday,04-10-2021 16:20,QUEENS,40.66614,-73.82326,0,No Injury,0,Following Too Closely,4464533
Monday,04-10-2021 16:25,BROOKLYN,40.639275,-73.90746,1,Injured,0,Driver Inattention,4465569
Monday,04-10-2021 16:48,BROOKLYN,40.699627,-73.923836,0,No Injury,0,Driver Inattention,4464627
Monday,04-10-2021 16:51,BRONX,40.831974,-73.9235,0,No Injury,0,Passing or Lane Usage Improper,4464546
Monday,04-10-2021 16:58,BRONX,40.815,-73.89402,2,Injured,0,View Obstructed,4464567
Monday,04-10-2021 17:00,QUEENS,40.74646,-73.878105,0,No Injury,0,Driver Inattention,4464571
Monday,04-10-2021 17:00,QUEENS,40.732582,-73.86806,0,No Injury,0,Passing Too Closely,4464775
Monday,04-10-2021 17:00,BROOKLYN,40.70547,-73.95024,0,No Injury,0,Driver Inattention,4464521
Monday,04-10-2021 17:10,BROOKLYN,40.671207,-73.877235,0,No Injury,0,Driver Inattention,4465052
Monday,04-10-2021 17:23,BROOKLYN,40.62769,-73.935555,0,No Injury,0,Driver Inattention,4464488
Monday,04-10-2021 17:25,BRONX,40.82099,-73.89589,0,No Injury,0,Traffic Control Disregarded,4464561
Monday,04-10-2021 17:25,QUEENS,40.730064,-73.87157,0,No Injury,0,Following Too Closely,4464746
Monday,04-10-2021 17:30,MANHATTAN,40.755356,-73.977425,1,Injured,0,Failure to Yield Right-of-Way,4464624
Monday,04-10-2021 17:35,BROOKLYN,40.6728794,-73.9717506,0,No Injury,0,Failure to Yield Right-of-Way,4468737
Monday,04-10-2021 17:38,BRONX,40.900486,-73.85411,1,Injured,0,Driver Inattention,4464481
Monday,04-10-2021 17:43,STATEN ISLAND,40.63001,-74.08173,0,No Injury,0,Driver Inattention,4464733
Monday,04-10-2021 17:46,MANHATTAN,40.765606,-73.97203,2,Injured,0,Unsafe Lane Changing,4464566
Monday,04-10-2021 17:52,MANHATTAN,40.7379177,-73.9922237,0,No Injury,0,View Obstructed,4466554
Monday,04-10-2021 17:55,BRONX,40.86038,-73.88889,0,No Injury,0,Following Too Closely,4464609
Monday,04-10-2021 18:00,BRONX,40.832085,-73.89561,0,No Injury,0,Driver Inattention,4465173
Monday,04-10-2021 18:00,QUEENS,40.677925,-73.75486,0,No Injury,0,Passing or Lane Usage Improper,4464688
Monday,04-10-2021 18:08,BRONX,40.865314,-73.84911,0,No Injury,0,Passing or Lane Usage Improper,4464723
Monday,04-10-2021 18:24,BRONX,40.852882,-73.91561,1,Injured,0,Passing Too Closely,4464598
Monday,04-10-2021 18:30,STATEN ISLAND,40.54167,-74.20798,1,Injured,0,Driver Inattention,4466175
Monday,04-10-2021 18:40,QUEENS,40.695854,-73.818924,2,Injured,0,Following Too Closely,4464826
Monday,04-10-2021 18:52,MANHATTAN,40.73705,-73.99285,0,No Injury,0,Passing Too Closely,4464485
Monday,04-10-2021 19:00,MANHATTAN,40.7198654,-73.9897554,0,No Injury,0,Passing or Lane Usage Improper,4466820
Monday,04-10-2021 19:00,QUEENS,40.76052,-73.87379,1,Injured,0,Driver Inattention,4464748
Monday,04-10-2021 19:18,BROOKLYN,40.685513,-73.97429,2,Injured,0,Pavement Defective,4464460
Monday,04-10-2021 19:30,QUEENS,40.70245,-73.89837,0,No Injury,0,Following Too Closely,4464668
Monday,04-10-2021 19:40,BRONX,40.85078,-73.91222,0,No Injury,0,Oversized Vehicle,4464597
Monday,04-10-2021 19:50,QUEENS,40.6641936,-73.8411164,1,Injured,0,Following Too Closely,4464534
Monday,04-10-2021 19:50,BRONX,40.804256,-73.9193,0,No Injury,0,Turning Improperly,4464852
Monday,04-10-2021 19:57,BRONX,40.843643,-73.90676,0,No Injury,0,Passing Too Closely,4464547
Monday,04-10-2021 19:58,QUEENS,40.66796,-73.77155,1,Injured,0,Unsafe Speed,4465939
Monday,04-10-2021 20:00,BROOKLYN,40.710667,-73.93361,1,Injured,0,Passing or Lane Usage Improper,4464886
Monday,04-10-2021 20:10,QUEENS,40.743416,-73.88873,0,No Injury,0,Driver Inattention,4464568
Monday,04-10-2021 20:15,QUEENS,40.771984,-73.91891,1,Injured,0,Turning Improperly,4464883
Monday,04-10-2021 20:50,BROOKLYN,40.642113,-73.90307,1,Injured,0,Failure to Yield Right-of-Way,4464513
Monday,04-10-2021 21:27,MANHATTAN,40.72618,-73.99128,0,No Injury,0,Reaction to Uninvolved Vehicle,4464524
Monday,04-10-2021 21:29,MANHATTAN,40.71843,-74.000534,0,No Injury,0,Failure to Yield Right-of-Way,4464680
Monday,04-10-2021 21:30,QUEENS,40.67165,-73.76382,0,No Injury,0,Unsafe Speed,4464586
Monday,04-10-2021 22:00,QUEENS,40.740036,-73.85289,0,No Injury,0,Turning Improperly,4465288
Monday,04-10-2021 22:00,MANHATTAN,40.760124,-73.99265,0,No Injury,0,Backing Unsafely,4464625
Monday,04-10-2021 22:45,BROOKLYN,40.68011,-73.89599,3,Injured,0,Driver Inattention,4465046
Monday,04-10-2021 23:13,BROOKLYN,40.615406,-73.97424,3,Injured,0,Alcohol Involvement,4464693
Monday,04-10-2021 23:14,MANHATTAN,40.78069,-73.9466,1,Injured,0,Alcohol Involvement,4464562
Monday,04-10-2021 23:20,STATEN ISLAND,40.553497,-74.17334,0,No Injury,0,Driver Inattention,4465735
Monday,05-10-2021 00:00,QUEENS,40.70087,-73.89853,0,No Injury,0,Turning Improperly,4464903
Monday,05-10-2021 00:01,BRONX,40.839127,-73.87797,0,No Injury,0,Passing or Lane Usage Improper,4471352
Monday,05-10-2021 00:09,BROOKLYN,40.65177,-73.95597,1,Injured,0,Driver Inattention,4464579
Tuesday,05-10-2021 00:55,BROOKLYN,40.66895,-73.9339,0,No Injury,0,Following Too Closely,4464511
Tuesday,05-10-2021 04:00,QUEENS,40.667995,-73.786766,0,No Injury,0,Following Too Closely,4464599
Tuesday,05-10-2021 06:00,MANHATTAN,40.797644,-73.9508548,0,No Injury,0,Passing Too Closely,4470783
Tuesday,05-10-2021 06:00,QUEENS,40.746902,-73.871956,0,No Injury,0,Driver Inexperience,4464761
Tuesday,05-10-2021 06:14,BRONX,40.80715,-73.90821,2,Injured,0,Unsafe Speed,4464725
Tuesday,05-10-2021 06:15,MANHATTAN,40.7468134,-74.0079578,0,No Injury,0,Unsafe Lane Changing,4466478
Tuesday,05-10-2021 06:55,BROOKLYN,40.676144,-73.893074,0,No Injury,0,Driver Inattention,4465054
Tuesday,05-10-2021 07:00,MANHATTAN,40.7721666,-73.9917575,1,Injured,0,Backing Unsafely,4468885
Tuesday,05-10-2021 07:10,BROOKLYN,40.71407,-73.954346,0,No Injury,0,Turning Improperly,4464710
Tuesday,05-10-2021 07:25,QUEENS,40.677773,-73.809906,2,Injured,0,Failure to Yield Right-of-Way,4464879
Tuesday,05-10-2021 07:29,BROOKLYN,40.65559,-73.91187,0,No Injury,0,Other Vehicular,4464719
Tuesday,05-10-2021 08:00,QUEENS,40.689945,-73.80508,4,Injured,0,Turning Improperly,4465274
Tuesday,05-10-2021 08:04,BROOKLYN,40.672234,-73.88471,1,Injured,0,Drugs (illegal),4465062
Tuesday,05-10-2021 08:25,BRONX,40.807,-73.88343,0,No Injury,0,Backing Unsafely,4464780
Tuesday,05-10-2021 08:30,BROOKLYN,40.59442,-73.95463,0,No Injury,0,Backing Unsafely,4465172
Tuesday,05-10-2021 08:33,BROOKLYN,40.666542,-73.91423,0,No Injury,0,Other Vehicular,4464718
Tuesday,05-10-2021 08:50,MANHATTAN,40.7576718,-73.9948239,0,No Injury,0,Following Too Closely,4466487
Tuesday,05-10-2021 09:10,BROOKLYN,40.673653,-73.99905,0,No Injury,0,Fell Asleep,4464839
Tuesday,05-10-2021 09:15,BROOKLYN,40.661167,-73.87969,4,Injured,0,Driver Inattention,4465043
Tuesday,05-10-2021 09:16,MANHATTAN,40.7171,-73.9986,0,No Injury,0,Failure to Yield Right-of-Way,4464754
Tuesday,05-10-2021 09:28,MANHATTAN,40.798794,-73.93795,0,No Injury,0,Backing Unsafely,4464704
Tuesday,05-10-2021 09:35,BROOKLYN,40.598522,-73.98657,1,Injured,0,Traffic Control Disregarded,4464677
Tuesday,05-10-2021 09:49,MANHATTAN,40.716812,-73.99777,0,No Injury,0,Unsafe Lane Changing,4464757
Tuesday,05-10-2021 09:56,BRONX,40.898563,-73.85866,1,Injured,0,Failure to Yield Right-of-Way,4465019
Tuesday,05-10-2021 10:00,MANHATTAN,40.725395,-74.00585,0,No Injury,0,Failure to Yield Right-of-Way,4465157
Tuesday,05-10-2021 10:23,QUEENS,40.696926,-73.89463,0,No Injury,0,Backing Unsafely,4464882
Tuesday,05-10-2021 10:30,BROOKLYN,40.652332,-73.92722,0,No Injury,0,Driver Inattention,4464820
Tuesday,05-10-2021 10:55,BRONX,40.8414831,-73.8885224,1,Injured,0,Driver Inattention,4466919
Tuesday,05-10-2021 11:00,BROOKLYN,40.66792,-73.98074,0,No Injury,0,Driver Inattention,4464836
Tuesday,05-10-2021 11:05,MANHATTAN,40.72302,-73.97998,0,No Injury,0,Driver Inattention,4465616
Tuesday,05-10-2021 11:07,BROOKLYN,40.656693,-73.89464,0,No Injury,0,Road Rage,4465047
Tuesday,05-10-2021 11:15,MANHATTAN,40.7609926,-73.990759,1,Injured,0,Pedestrian Confusion,4466465
Tuesday,05-10-2021 12:00,BRONX,40.838715,-73.91998,0,No Injury,0,Passing or Lane Usage Improper,4464853
Tuesday,05-10-2021 12:05,MANHATTAN,40.7440605,-74.0068099,0,No Injury,0,Following Too Closely,4466488
Tuesday,05-10-2021 12:10,BRONX,40.834503,-73.93037,0,No Injury,0,Backing Unsafely,4465343
Tuesday,05-10-2021 12:30,QUEENS,40.688656,-73.79562,2,Injured,0,Turning Improperly,4464716
Tuesday,05-10-2021 12:47,BROOKLYN,40.685463,-73.9506,0,No Injury,0,Turning Improperly,4465772
Tuesday,05-10-2021 12:50,MANHATTAN,40.7391,-74.001015,1,Injured,0,Outside Car Distraction,4464751
Tuesday,05-10-2021 12:55,BRONX,40.823658,-73.91206,1,Injured,0,Passing Too Closely,4464770
Tuesday,05-10-2021 12:58,BROOKLYN,40.62701,-73.956635,1,Injured,0,Pedestrian Confusion,4464744
Tuesday,05-10-2021 13:00,MANHATTAN,40.720654,-73.99256,1,Injured,0,Following Too Closely,4464756
Tuesday,05-10-2021 13:10,BROOKLYN,40.643425,-73.96581,0,No Injury,0,Other Vehicular,4464740
Tuesday,05-10-2021 13:12,BROOKLYN,40.70801,-73.95673,1,Injured,0,Driver Inattention,4464915
Tuesday,05-10-2021 13:15,QUEENS,40.765995,-73.90751,0,No Injury,0,Driver Inattention,4464895
Tuesday,05-10-2021 13:25,QUEENS,40.65122,-73.834984,0,No Injury,0,Passing or Lane Usage Improper,4464876
Tuesday,05-10-2021 13:30,QUEENS,40.65771,-73.76757,0,No Injury,0,Driver Inattention,4464863
Tuesday,05-10-2021 13:45,BRONX,40.8462709,-73.8919165,0,No Injury,0,Driver Inattention,4467336
Tuesday,05-10-2021 13:53,QUEENS,40.7518401,-73.9035714,1,Injured,0,Traffic Control Disregarded,4464798
Tuesday,05-10-2021 14:00,QUEENS,40.78168,-73.84595,0,No Injury,0,Oversized Vehicle,4464783
Tuesday,05-10-2021 14:05,BRONX,40.8688059,-73.8905447,0,No Injury,0,Driver Inattention,4467344
Tuesday,05-10-2021 14:06,QUEENS,40.702076,-73.87917,0,No Injury,0,Turning Improperly,4464913
Tuesday,05-10-2021 14:30,BRONX,40.8349135,-73.9157139,0,No Injury,0,Passing Too Closely,4468295
Tuesday,05-10-2021 14:42,QUEENS,40.691704,-73.8198,0,No Injury,0,Road Rage,4464828
Tuesday,05-10-2021 14:50,MANHATTAN,40.7622904,-73.9861058,0,No Injury,0,Following Too Closely,4470008
Tuesday,05-10-2021 14:50,QUEENS,40.780224,-73.80255,1,Injured,0,Traffic Control Disregarded,4464781
Tuesday,05-10-2021 14:50,QUEENS,40.721806,-73.884384,0,No Injury,0,Backing Unsafely,4465352
Tuesday,05-10-2021 15:05,QUEENS,40.59272,-73.78338,1,Injured,0,Unsafe Speed,4464877
Tuesday,05-10-2021 15:15,BROOKLYN,40.68852,-73.984856,0,No Injury,0,Passing Too Closely,4465104
Tuesday,05-10-2021 15:15,BROOKLYN,40.71504,-73.95857,1,Injured,0,Driver Inattention,4464943
Tuesday,05-10-2021 15:28,QUEENS,40.75763,-73.782,0,No Injury,0,Backing Unsafely,4464773
Tuesday,05-10-2021 15:30,MANHATTAN,40.759197,-73.98463,0,No Injury,0,Driver Inattention,4464755
Tuesday,05-10-2021 15:30,QUEENS,40.76242,-73.92391,0,No Injury,0,Failure to Yield Right-of-Way,4464912
Tuesday,05-10-2021 15:45,QUEENS,40.7694,-73.90685,1,Injured,0,Driver Inattention,4464911
Tuesday,05-10-2021 15:55,QUEENS,40.7574719,-73.9390994,1,Injured,0,Driver Inattention,4466952
Tuesday,05-10-2021 16:07,BROOKLYN,40.636707,-73.97286,0,No Injury,0,Lost Consciousness,4465655
Tuesday,05-10-2021 16:15,STATEN ISLAND,40.601204,-74.06509,0,No Injury,0,Driver Inattention,4464825
Tuesday,05-10-2021 16:18,BRONX,40.830208,-73.90324,1,Injured,0,Unsafe Speed,4464769
Tuesday,05-10-2021 16:20,QUEENS,40.694183,-73.80544,0,No Injury,0,Driver Inattention,4477605
Tuesday,05-10-2021 16:40,BROOKLYN,40.698364,-73.93773,0,No Injury,0,Driver Inattention,4464934
Tuesday,05-10-2021 16:42,BRONX,40.887737,-73.86755,0,No Injury,0,Unsafe Speed,4465036
Tuesday,05-10-2021 16:44,QUEENS,40.7520129,-73.9148586,1,Injured,0,Driver Inattention,4467881
Tuesday,05-10-2021 16:56,MANHATTAN,40.759586,-73.968056,1,Injured,0,Driver Inattention,4465915
Tuesday,05-10-2021 17:00,MANHATTAN,40.758981,-73.9959428,0,No Injury,0,Passing or Lane Usage Improper,4466489
Tuesday,05-10-2021 17:13,BROOKLYN,40.62977,-73.97925,0,No Injury,0,Lost Consciousness,4465656
Tuesday,05-10-2021 17:23,BROOKLYN,40.635372,-73.988174,0,No Injury,0,Lost Consciousness,4466194
Tuesday,05-10-2021 17:38,BROOKLYN,40.682133,-74.00038,1,Injured,0,Driver Inattention,4464840
Tuesday,05-10-2021 17:39,MANHATTAN,40.79668,-73.93492,1,Injured,0,Pedestrian Confusion,4464965
Tuesday,05-10-2021 17:39,BROOKLYN,40.67725,-73.92754,0,No Injury,0,Driver Inattention,4465030
Tuesday,05-10-2021 17:39,MANHATTAN,40.79383,-73.93702,1,Injured,0,Failure to Yield Right-of-Way,4465994
Tuesday,05-10-2021 17:55,QUEENS,40.72382,-73.908615,0,No Injury,0,Failure to Yield Right-of-Way,4465351
Tuesday,05-10-2021 17:56,BRONX,40.85586,-73.86476,0,No Injury,0,Other Vehicular,4464881
Tuesday,05-10-2021 18:15,BROOKLYN,40.7133,-73.96742,0,No Injury,0,Passing Too Closely,4464914
Tuesday,05-10-2021 18:15,MANHATTAN,40.807907,-73.94584,0,No Injury,0,Other Vehicular,4465825
Tuesday,05-10-2021 18:16,QUEENS,40.763126,-73.83125,0,No Injury,0,Failure to Yield Right-of-Way,4464768
Tuesday,05-10-2021 18:17,BRONX,40.844986,-73.88136,1,Injured,0,Lost Consciousness,4464844
Tuesday,05-10-2021 18:30,BROOKLYN,40.66135,-73.96122,0,No Injury,0,Unsafe Lane Changing,4465117
Tuesday,05-10-2021 18:42,QUEENS,40.71659,-73.86184,0,No Injury,0,Unsafe Lane Changing,4464776
Tuesday,05-10-2021 18:45,BROOKLYN,40.671326,-73.87093,1,Injured,0,Failure to Yield Right-of-Way,4465057
Tuesday,05-10-2021 18:50,BROOKLYN,40.61656,-73.94024,0,No Injury,0,Backing Unsafely,4464960
Tuesday,05-10-2021 19:00,BROOKLYN,40.669018,-73.89766,0,No Injury,0,Driver Inattention,4465048
Tuesday,05-10-2021 19:11,BROOKLYN,40.673943,-73.86393,1,Injured,0,Failure to Yield Right-of-Way,4465063
Tuesday,05-10-2021 19:17,BROOKLYN,40.6771,-73.92479,1,Injured,0,Driver Inattention,4465022
Tuesday,05-10-2021 19:20,BRONX,40.833275,-73.9092684,1,Injured,0,Driver Inattention,4466660
Tuesday,05-10-2021 19:23,QUEENS,40.76007,-73.90928,1,Injured,0,Pavement Defective,4464906
Tuesday,05-10-2021 19:35,QUEENS,40.731968,-73.88478,1,Injured,0,Driver Inattention,4465156
Tuesday,05-10-2021 19:41,MANHATTAN,40.719128,-74.00517,1,Injured,0,Driver Inattention,4464921
Tuesday,05-10-2021 20:00,MANHATTAN,40.864895,-73.91913,0,No Injury,0,Driver Inattention,4465956
Tuesday,05-10-2021 20:30,QUEENS,40.7065539,-73.7944515,0,No Injury,0,Steering Failure,4467213
Tuesday,05-10-2021 20:34,BRONX,40.84366,-73.92005,2,Injured,0,Backing Unsafely,4465348
Tuesday,05-10-2021 20:36,BROOKLYN,40.59876,-73.97794,2,Injured,0,Driver Inexperience,4465494
Tuesday,05-10-2021 20:38,QUEENS,40.72773,-73.90674,2,Injured,0,Obstruction By Debris,4464805
Tuesday,05-10-2021 20:54,STATEN ISLAND,40.558773,-74.130165,0,No Injury,0,Driver Inexperience,4464830
Tuesday,05-10-2021 21:00,BRONX,40.843296,-73.88685,0,No Injury,0,Driver Inattention,4464841
Tuesday,05-10-2021 21:20,BROOKLYN,40.711643,-73.94392,0,No Injury,0,Driver Inattention,4465139
Tuesday,05-10-2021 21:35,BRONX,40.817978,-73.91892,0,No Injury,0,Other Vehicular,4465554
Tuesday,05-10-2021 21:57,BROOKLYN,40.639297,-73.98409,1,Injured,0,Failure to Yield Right-of-Way,4465144
Tuesday,05-10-2021 22:00,QUEENS,40.7564741,-73.9472651,0,No Injury,0,Alcohol Involvement,4470733
Tuesday,05-10-2021 22:10,BROOKLYN,40.6922138,-73.9229175,1,Injured,0,Failure to Yield Right-of-Way,4469435
Tuesday,05-10-2021 23:00,MANHATTAN,40.79275,-73.97132,0,No Injury,0,Passing or Lane Usage Improper,4464831
Tuesday,05-10-2021 23:12,BRONX,40.87314,-73.90572,0,No Injury,0,Turning Improperly,4465092
Tuesday,05-10-2021 23:15,BRONX,40.865364,-73.87001,0,No Injury,0,Passing or Lane Usage Improper,4465479
Tuesday,05-10-2021 23:34,QUEENS,40.70437,-73.8177,0,No Injury,0,Following Too Closely,4464857
